dataset,model,selection, selected features
FruitFlies,hydra,smoteBackground_Shapley Value Sampling,749:999,
FruitFlies,hydra,smoteBackground_Feature_Ablation,999:1249,1249:1499,749:999,1499:1749,
FruitFlies,hydra,prototypesBackground_Feature_Ablation,999:1249,749:999,1499:1749,
FruitFlies,hydra,prototypesBackground_Shapley Value Sampling,749:999,
FruitFlies,hydra,zerosBackground_Feature_Ablation,999:1249,1249:1499,749:999,1499:1749,
FruitFlies,hydra,zerosBackground_Shapley Value Sampling,999:1249,749:999,
FruitFlies,miniRocket,smoteBackground_Shapley Value Sampling,749:999,
FruitFlies,miniRocket,smoteBackground_Feature_Ablation,3249:3499,3499:3749,0:249,2249:2499,499:749,3749:3999,2499:2749,3999:4249,749:999,2999:3249,1749:1999,1499:1749,249:499,4499:4749,4249:4499,1999:2249,2749:2999,
FruitFlies,miniRocket,prototypesBackground_Feature_Ablation,3249:3499,4749:4999,3499:3749,499:749,3749:3999,3999:4249,2499:2749,749:999,2999:3249,1749:1999,1499:1749,249:499,4499:4749,4249:4499,1999:2249,2749:2999,
FruitFlies,miniRocket,prototypesBackground_Shapley Value Sampling,749:999,
FruitFlies,miniRocket,zerosBackground_Feature_Ablation,999:1249,
FruitFlies,miniRocket,zerosBackground_Shapley Value Sampling,999:1249,1249:1499,2249:2499,1749:1999,2499:2749,1499:1749,1999:2249,
BinaryHeartbeat,hydra,smoteBackground_Shapley Value Sampling,4634:5561,17603:18529,
BinaryHeartbeat,hydra,smoteBackground_Feature_Ablation,17603:18529,
BinaryHeartbeat,hydra,prototypesBackground_Feature_Ablation,17603:18529,
BinaryHeartbeat,hydra,prototypesBackground_Shapley Value Sampling,4634:5561,17603:18529,
BinaryHeartbeat,hydra,zerosBackground_Feature_Ablation,0:926,
BinaryHeartbeat,hydra,zerosBackground_Shapley Value Sampling,11121:12047,0:926,
BinaryHeartbeat,miniRocket,smoteBackground_Shapley Value Sampling,1853:2780,
BinaryHeartbeat,miniRocket,smoteBackground_Feature_Ablation,11121:12047,12973:13899,15751:16677,17603:18529,6488:7415,
BinaryHeartbeat,miniRocket,prototypesBackground_Feature_Ablation,12973:13899,11121:12047,15751:16677,
BinaryHeartbeat,miniRocket,prototypesBackground_Shapley Value Sampling,9269:10195,15751:16677,
BinaryHeartbeat,miniRocket,zerosBackground_Feature_Ablation,11121:12047,12973:13899,15751:16677,8342:9269,1853:2780,3707:4634,6488:7415,
BinaryHeartbeat,miniRocket,zerosBackground_Shapley Value Sampling,11121:12047,10195:11121,12973:13899,9269:10195,926:1853,8342:9269,1853:2780,7415:8342,16677:17603,13899:14825,3707:4634,5561:6488,14825:15751,12047:12973,6488:7415,
RightWhaleCalls,hydra,smoteBackground_Shapley Value Sampling,2199:2399,1799:1999,2399:2599,2799:2999,799:999,599:799,1399:1599,1599:1799,
RightWhaleCalls,hydra,smoteBackground_Feature_Ablation,2199:2399,599:799,1999:2199,399:599,1799:1999,799:999,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,hydra,prototypesBackground_Feature_Ablation,2199:2399,599:799,1999:2199,399:599,1799:1999,799:999,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,hydra,prototypesBackground_Shapley Value Sampling,1799:1999,1599:1799,
RightWhaleCalls,hydra,zerosBackground_Feature_Ablation,1799:1999,1399:1599,1599:1799,
RightWhaleCalls,hydra,zerosBackground_Shapley Value Sampling,2199:2399,1999:2199,399:599,1799:1999,1199:1399,1399:1599,599:799,
RightWhaleCalls,miniRocket,smoteBackground_Shapley Value Sampling,2199:2399,1999:2199,399:599,199:399,1799:1999,999:1199,2399:2599,1599:1799,799:999,1199:1399,1399:1599,599:799,
RightWhaleCalls,miniRocket,smoteBackground_Feature_Ablation,1999:2199,399:599,1799:1999,999:1199,1599:1799,799:999,1199:1399,1399:1599,599:799,
RightWhaleCalls,miniRocket,prototypesBackground_Feature_Ablation,1999:2199,399:599,1799:1999,999:1199,1599:1799,799:999,1199:1399,1399:1599,599:799,
RightWhaleCalls,miniRocket,prototypesBackground_Shapley Value Sampling,1199:1399,999:1199,799:999,1399:1599,
RightWhaleCalls,miniRocket,zerosBackground_Feature_Ablation,2199:2399,1999:2199,399:599,199:399,1799:1999,2999:3199,999:1199,2399:2599,3399:3599,3199:3399,1599:1799,1199:1399,2799:2999,799:999,3599:3799,1399:1599,599:799,
RightWhaleCalls,miniRocket,zerosBackground_Shapley Value Sampling,2199:2399,1999:2199,399:599,199:399,1799:1999,999:1199,2399:2599,3199:3399,1599:1799,2799:2999,799:999,2599:2799,1199:1399,1399:1599,599:799,
RightWhaleCalls,ConvTran,smoteBackground_Shapley Value Sampling,2199:2399,1999:2199,1799:1999,999:1199,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,ConvTran,smoteBackground_Feature_Ablation,2199:2399,1999:2199,1799:1999,999:1199,2399:2599,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,ConvTran,prototypesBackground_Feature_Ablation,2199:2399,1999:2199,1799:1999,999:1199,2399:2599,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,ConvTran,prototypesBackground_Shapley Value Sampling,2199:2399,1999:2199,1799:1999,999:1199,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,ConvTran,zerosBackground_Feature_Ablation,2199:2399,1999:2199,1799:1999,999:1199,2399:2599,1199:1399,1399:1599,1599:1799,
RightWhaleCalls,ConvTran,zerosBackground_Shapley Value Sampling,2199:2399,1999:2199,1799:1999,999:1199,1199:1399,1399:1599,1599:1799,

